file,line,widget,source_text,bulgarian_display,english_display,forbidden_bg_tokens,unexpected_ascii_words,bg_pass
src/v56_draw_similarity_section.py,123,metric,Най-много съвпадения,Най-много съвпадения,Най-много съвпадения,,,True
src/v56_draw_similarity_section.py,124,metric,Точни съвпадения,Точни съвпадения,Точни съвпадения,,,True
src/v56_draw_similarity_section.py,84,expander,Източник на данни,Източник на данни,Източник на данни,,,True
src/v56_draw_similarity_section.py,102,button,Търси подобни тиражи,Търси подобни тиражи,Търси подобни draws,,,True
src/v56_draw_similarity_section.py,103,info,Въведи комбинация и натисни бутона за сравнение.,Въведи комбинация и натисни бутона за сравнение.,Въведи комбинация и натисни бутона за сравнение.,,,True
src/v56_draw_similarity_section.py,109,error,Не са открити комбинации. Въведи поне една линия с 6 числа.,Не са открити комбинации. Въведи поне една линия с 6 числа.,Не са открити combinations. Въведи поне една линия с 6 numbers.,,,True
src/v56_draw_similarity_section.py,77,error,Не успях да заредя историческите данни: ,Не успях да заредя историческите данни: ,Не успях да заредя историческите данни: ,,,True
src/v56_draw_similarity_section.py,138,markdown,### ,### ,### ,,,True
src/v56_draw_similarity_section.py,142,caption,Индекс на историческа близост:  / 100,Индекс на историческа близост: / 100,Индекс на историческа близост:  / 100,,,True
src/v56_draw_similarity_section.py,145,metric,Макс. съвпадения,Макс. съвпадения,Макс. съвпадения,,,True
src/v56_draw_similarity_section.py,146,metric,6 от 6,6 от 6,6 от 6,,,True
src/v56_draw_similarity_section.py,147,metric,5 от 6,5 от 6,5 от 6,,,True
src/v56_draw_similarity_section.py,148,metric,4 от 6,4 от 6,4 от 6,,,True
src/v56_draw_similarity_section.py,149,metric,3 от 6,3 от 6,3 от 6,,,True
src/v56_draw_similarity_section.py,151,markdown,#### Предупреждения,#### Предупреждения,#### Предупреждения,,,True
src/v56_draw_similarity_section.py,155,markdown,#### Препоръки,#### Препоръки,#### Препоръки,,,True
src/v56_draw_similarity_section.py,159,markdown,#### Разпределение на съвпаденията,#### Разпределение на съвпаденията,#### Разпределение на съвпаденията,,,True
src/v56_draw_similarity_section.py,166,markdown,#### Най-близки исторически тиражи,#### Най-близки исторически тиражи,#### Най-близки исторически draws,,,True
src/v57_hot_cold_stable_section.py,73,markdown,#### ,#### ,#### ,,,True
src/v57_hot_cold_stable_section.py,83,title,"Горещи, студени и стабилни числа","Горещи, студени и стабилни числа","Горещи, студени и стабилни numbers",,,True
src/v57_hot_cold_stable_section.py,85,markdown,"Този модул групира числата според историческото им поведение, скорошната активност, закъснението и стабилността на интервалите.","Този модул групира числата според историческото им поведение, скорошната активност, закъснението и стабилността на интервалите.","Този модул групира numbersта според историческото им поведение, скорошната активност, закъснението и стабилността на интервалите.",,,True
src/v57_hot_cold_stable_section.py,90,warning,Това не е предсказание и не е гаранция за печалба. Групите показват минало поведение и текущ статистически ритъм.,Това не е предсказание и не е гаранция за печалба. Групите показват минало поведение и текущ статистически ритъм.,Това не е предсказание и не е гаранция за печалба. Групите показват минало поведение и текущ статистически ритъм.,,,True
src/v57_hot_cold_stable_section.py,102,metric,Анализирани тиражи,Анализирани тиражи,Анализирани draws,,,True
src/v57_hot_cold_stable_section.py,103,metric,Профилирани числа,Профилирани числа,Профилирани numbers,,,True
src/v57_hot_cold_stable_section.py,104,metric,Източник,Източник,Източник,,,True
src/v57_hot_cold_stable_section.py,111,markdown,### Обобщение по групи,### Обобщение по групи,### Обобщение по групи,,,True
src/v57_hot_cold_stable_section.py,125,tabs,Горещи,Горещи,Горещи,,,True
src/v57_hot_cold_stable_section.py,125,tabs,Студени,Студени,Студени,,,True
src/v57_hot_cold_stable_section.py,125,tabs,Закъснели,Закъснели,Закъснели,,,True
src/v57_hot_cold_stable_section.py,125,tabs,Стабилни,Стабилни,Стабилни,,,True
src/v57_hot_cold_stable_section.py,125,tabs,Исторически силни,Исторически силни,Исторически силни,,,True
src/v57_hot_cold_stable_section.py,125,tabs,Всички числа,Всички числа,Всички numbers,,,True
src/v57_hot_cold_stable_section.py,181,markdown,### Детайли за избрано число,### Детайли за избрано число,### Детайли за избрано число,,,True
src/v57_hot_cold_stable_section.py,183,selectbox,Избери число за обяснение,Избери число за обяснение,Избери число за обяснение,,,True
src/v57_hot_cold_stable_section.py,76,info,Няма числа в тази група по текущите критерии.,Няма числа в тази група по текущите критерии.,Няма numbers в тази група по текущите критерии.,,,True
src/v57_hot_cold_stable_section.py,106,expander,Източник на данни,Източник на данни,Източник на данни,,,True
src/v57_hot_cold_stable_section.py,152,markdown,#### Пълна таблица,#### Пълна таблица,#### Пълна таблица,,,True
src/v57_hot_cold_stable_section.py,154,selectbox,Подреди по,Подреди по,Подреди по,,,True
src/v57_hot_cold_stable_section.py,187,subheader,Число  — ,Число — ,Число  — ,,,True
src/v57_hot_cold_stable_section.py,190,metric,Обща оценка,Обща оценка,Обща оценка,,,True
src/v57_hot_cold_stable_section.py,191,metric,Скорошна активност,Скорошна активност,Скорошна активност,,,True
src/v57_hot_cold_stable_section.py,192,metric,Закъснение,Закъснение,Закъснение,,,True
src/v57_hot_cold_stable_section.py,193,metric,Стабилност,Стабилност,Стабилност,,,True
src/v57_hot_cold_stable_section.py,195,markdown,#### Категории,#### Категории,#### Категории,,,True
src/v57_hot_cold_stable_section.py,198,markdown,#### Обяснение,#### Обяснение,#### Обяснение,,,True
src/v57_hot_cold_stable_section.py,202,markdown,#### Препоръки,#### Препоръки,#### Препоръки,,,True
src/v57_hot_cold_stable_section.py,98,error,Не успях да заредя анализа: ,Не успях да заредя анализа: ,Не успях да заредя анализа: ,,,True
src/v58_smart_ensemble_score_section.py,70,title,Обединена оценка,Обединена оценка,Обединена оценка,,,True
src/v58_smart_ensemble_score_section.py,72,markdown,"Този модул обединява няколко анализа в една обща статистическа оценка: баланс, покритие, профил на числата, горещи/студени групи и историческа близост.","Този модул обединява няколко анализа в една обща статистическа оценка: баланс, покритие, профил на числата, горещи/студени групи и историческа близост.","Този модул обединява няколко анализа в една обща статистическа оценка: баланс, покритие, профил на numbersта, горещи/студени групи и историческа близост.",,,True
src/v58_smart_ensemble_score_section.py,77,warning,Това не е предсказание и не е гаранция за печалба. Обединената оценка е помощен статистически контролен слой.,Това не е предсказание и не е гаранция за печалба. Обединената оценка е помощен статистически контролен слой.,Това не е предсказание и не е гаранция за печалба. Обединената оценка е помощен статистически контролен слой.,,,True
src/v58_smart_ensemble_score_section.py,89,metric,Исторически тиражи,Исторически тиражи,Исторически draws,,,True
src/v58_smart_ensemble_score_section.py,90,metric,Профилирани числа,Профилирани числа,Профилирани numbers,,,True
src/v58_smart_ensemble_score_section.py,95,text_area,Комбинации за обединена оценка,Комбинации за обединена оценка,Комбинации за обединена оценка,,,True
src/v58_smart_ensemble_score_section.py,123,caption,Средна обединена оценка:  / 100,Средна обединена оценка: / 100,Средна обединена оценка:  / 100,,,True
src/v58_smart_ensemble_score_section.py,127,metric,Валидни комбинации,Валидни комбинации,Валидни combinations,,,True
src/v58_smart_ensemble_score_section.py,128,metric,Невалидни,Невалидни,Невалидни,,,True
src/v58_smart_ensemble_score_section.py,129,metric,Най-висока оценка,Най-висока оценка,Най-висока оценка,,,True
src/v58_smart_ensemble_score_section.py,130,metric,Най-ниска оценка,Най-ниска оценка,Най-ниска оценка,,,True
src/v58_smart_ensemble_score_section.py,134,markdown,### Покритие на целия фиш,### Покритие на целия фиш,### Покритие на целия фиш,,,True
src/v58_smart_ensemble_score_section.py,137,metric,Покритие,Покритие,Покритие,,,True
src/v58_smart_ensemble_score_section.py,138,metric,Уникални числа,Уникални числа,Уникални numbers,,,True
src/v58_smart_ensemble_score_section.py,139,metric,Средно припокриване,Средно припокриване,Средно припокриване,,,True
src/v58_smart_ensemble_score_section.py,140,metric,Повторени тройки,Повторени тройки,Повторени тройки,,,True
src/v58_smart_ensemble_score_section.py,142,markdown,### Обобщена таблица,### Обобщена таблица,### Обобщена таблица,,,True
src/v58_smart_ensemble_score_section.py,146,markdown,### Детайли по комбинации,### Детайли по комбинации,### Детайли по combinations,,,True
src/v58_smart_ensemble_score_section.py,92,expander,Източник на данни,Източник на данни,Източник на данни,,,True
src/v58_smart_ensemble_score_section.py,102,button,Изчисли обединена оценка,Изчисли обединена оценка,Изчисли обединена оценка,,,True
src/v58_smart_ensemble_score_section.py,103,info,Въведи комбинации и натисни бутона за обединена оценка.,Въведи комбинации и натисни бутона за обединена оценка.,Въведи combinations и натисни бутона за обединена оценка.,,,True
src/v58_smart_ensemble_score_section.py,109,error,Не са открити комбинации. Въведи поне една линия с 6 числа.,Не са открити комбинации. Въведи поне една линия с 6 числа.,Не са открити combinations. Въведи поне една линия с 6 numbers.,,,True
src/v58_smart_ensemble_score_section.py,85,error,Не успях да заредя данните за обединената оценка: ,Не успях да заредя данните за обединената оценка: ,Не успях да заредя dataset за обединената оценка: ,,,True
src/v58_smart_ensemble_score_section.py,161,caption,Обща оценка:  / 100,Обща оценка: / 100,Обща оценка:  / 100,,,True
src/v58_smart_ensemble_score_section.py,163,markdown,#### Компоненти,#### Компоненти,#### Компоненти,,,True
src/v58_smart_ensemble_score_section.py,171,metric,Горещи,Горещи,Горещи,,,True
src/v58_smart_ensemble_score_section.py,172,metric,Студени,Студени,Студени,,,True
src/v58_smart_ensemble_score_section.py,173,metric,Закъснели,Закъснели,Закъснели,,,True
src/v58_smart_ensemble_score_section.py,174,metric,Стабилни,Стабилни,Стабилни,,,True
src/v58_smart_ensemble_score_section.py,177,metric,Среден профил,Среден профил,Среден профил,,,True
src/v58_smart_ensemble_score_section.py,178,metric,Макс. историческо съвпадение,Макс. историческо съвпадение,Макс. историческо съвпадение,,,True
src/v58_smart_ensemble_score_section.py,179,metric,5 от 6 исторически,5 от 6 исторически,5 от 6 исторически,,,True
src/v58_smart_ensemble_score_section.py,180,metric,4 от 6 исторически,4 от 6 исторически,4 от 6 исторически,,,True
src/v58_smart_ensemble_score_section.py,182,markdown,#### Предупреждения,#### Предупреждения,#### Предупреждения,,,True
src/v58_smart_ensemble_score_section.py,186,markdown,#### Препоръки,#### Препоръки,#### Препоръки,,,True
src/v59_smart_ticket_builder_2_section.py,53,markdown,### Комбинация ,### Комбинация ,### Комбинация ,,,True
src/v59_smart_ticket_builder_2_section.py,57,metric,Обща,Обща,Обща,,,True
src/v59_smart_ticket_builder_2_section.py,58,metric,Баланс,Баланс,Баланс,,,True
src/v59_smart_ticket_builder_2_section.py,59,metric,Покритие,Покритие,Покритие,,,True
src/v59_smart_ticket_builder_2_section.py,60,metric,Профил,Профил,Профил,,,True
src/v59_smart_ticket_builder_2_section.py,61,metric,Историчност,Историчност,Историчност,,,True
src/v59_smart_ticket_builder_2_section.py,76,title,Интелигентен генератор 2,Интелигентен генератор 2,Интелигентен генератор 2,,,True
src/v59_smart_ticket_builder_2_section.py,78,markdown,"Този модул генерира кандидат-комбинации, оценява ги чрез обединената оценка и избира по-балансиран фиш с контрол на повторенията.","Този модул генерира кандидат-комбинации, оценява ги чрез обединената оценка и избира по-балансиран фиш с контрол на повторенията.","Този модул генерира кандидат-combinations, оценява ги чрез обединената оценка и избира по-балансиран фиш с контрол на повторенията.",,,True
src/v59_smart_ticket_builder_2_section.py,83,warning,Това не е предсказание и не е гаранция за печалба. Генераторът е статистически помощник за изграждане на по-контролиран фиш.,Това не е предсказание и не е гаранция за печалба. Генераторът е статистически помощник за изграждане на по-контролиран фиш.,Това не е предсказание и не е гаранция за печалба. Генераторът е статистически помощник за изграждане на по-контролиран фиш.,,,True
src/v59_smart_ticket_builder_2_section.py,95,metric,Исторически тиражи,Исторически тиражи,Исторически draws,,,True
src/v59_smart_ticket_builder_2_section.py,96,metric,Профилирани числа,Профилирани числа,Профилирани numbers,,,True
src/v59_smart_ticket_builder_2_section.py,101,markdown,### Настройки,### Настройки,### Настройки,,,True
src/v59_smart_ticket_builder_2_section.py,164,button,Генерирай интелигентен фиш,Генерирай интелигентен фиш,Генерирай интелигентен фиш,,,True
src/v59_smart_ticket_builder_2_section.py,189,subheader,Предложен фиш,Предложен фиш,Предложен фиш,,,True
src/v59_smart_ticket_builder_2_section.py,192,metric,Избрани комбинации,Избрани комбинации,Избрани combinations,,,True
src/v59_smart_ticket_builder_2_section.py,193,metric,Средна оценка,Средна оценка,Средна оценка,,,True
src/v59_smart_ticket_builder_2_section.py,194,metric,Покритие,Покритие,Покритие,,,True
src/v59_smart_ticket_builder_2_section.py,195,metric,Оценени кандидати,Оценени кандидати,Оценени кандидати,,,True
src/v59_smart_ticket_builder_2_section.py,205,markdown,### Готов фиш за копиране,### Готов фиш за копиране,### Готов фиш за копиране,,,True
src/v59_smart_ticket_builder_2_section.py,234,button,Запази този фиш за Обединена оценка,Запази този фиш за Обединена оценка,Запази този фиш за Обединена оценка,,,True
src/v59_smart_ticket_builder_2_section.py,238,markdown,### Таблица на предложенията,### Таблица на предложенията,### Таблица на предложенията,,,True
src/v59_smart_ticket_builder_2_section.py,241,markdown,### Карти на комбинациите,### Карти на комбинациите,### Карти на combinationsте,,,True
src/v59_smart_ticket_builder_2_section.py,247,markdown,### Предупреждения,### Предупреждения,### Предупреждения,,,True
src/v59_smart_ticket_builder_2_section.py,251,markdown,### Препоръки,### Препоръки,### Препоръки,,,True
src/v59_smart_ticket_builder_2_section.py,65,expander,Защо е избрана тази комбинация,Защо е избрана тази комбинация,Защо е избрана тази комбинация,,,True
src/v59_smart_ticket_builder_2_section.py,66,markdown,**Предупреждения:**,**Предупреждения:**,**Предупреждения:**,,,True
src/v59_smart_ticket_builder_2_section.py,70,markdown,**Препоръки:**,**Препоръки:**,**Препоръки:**,,,True
src/v59_smart_ticket_builder_2_section.py,98,expander,Източник на данни,Източник на данни,Източник на данни,,,True
src/v59_smart_ticket_builder_2_section.py,106,slider,Брой комбинации за фиш,Брой комбинации за фиш,Брой combinations за фиш,,,True
src/v59_smart_ticket_builder_2_section.py,115,slider,Брой кандидати за оценяване,Брой кандидати за оценяване,Брой кандидати за settlement,,,True
src/v59_smart_ticket_builder_2_section.py,124,number_input,Начална стойност,Начална стойност,Начална стойност,,,True
src/v59_smart_ticket_builder_2_section.py,135,selectbox,Стратегия,Стратегия,Стратегия,,,True
src/v59_smart_ticket_builder_2_section.py,147,slider,Макс. повторение на число,Макс. повторение на число,Макс. повторение на число,,,True
src/v59_smart_ticket_builder_2_section.py,156,slider,Макс. общи числа между комбинации,Макс. общи числа между комбинации,Макс. общи numbers между combinations,,,True
src/v59_smart_ticket_builder_2_section.py,186,info,Избери настройки и натисни бутона за генериране.,Избери настройки и натисни бутона за генериране.,Избери настройки и натисни бутона за генериране.,,,True
src/v59_smart_ticket_builder_2_section.py,202,error,Не са генерирани валидни предложения. Пробвай по-голям кандидатски пул или друг seed.,Не са генерирани валидни предложения. Пробвай по-голям кандидатски пул или друг начална стойност.,Не са генерирани валидни предложения. Пробвай по-голям кандидатски пул или друг seed.,,,True
src/v59_smart_ticket_builder_2_section.py,211,download_button,Изтегли TXT,Изтегли TXT,Изтегли TXT,,,True
src/v59_smart_ticket_builder_2_section.py,219,download_button,Изтегли CSV,Изтегли CSV,Изтегли CSV,,,True
src/v59_smart_ticket_builder_2_section.py,227,download_button,Изтегли JSON,Изтегли JSON,Изтегли JSON,,,True
src/v59_smart_ticket_builder_2_section.py,236,success,"Фишът е запазен. Отвори страницата „Обединена оценка“, за да го провериш там.","Фишът е запазен. Отвори страницата „Обединена оценка“, за да го провериш там.","Фишът е запазен. Отвори страницата „Обединена оценка“, за да го провериш там.",,,True
src/v59_smart_ticket_builder_2_section.py,255,expander,Топ кандидати преди финалния избор,Топ кандидати преди финалния избор,Топ кандидати преди финалния избор,,,True
src/v59_smart_ticket_builder_2_section.py,91,error,Не успях да заредя данните за генератора: ,Не успях да заредя данните за генератора: ,Не успях да заредя dataset за генератора: ,,,True
src/v59_smart_ticket_builder_2_section.py,167,spinner,Генерирам и оценявам кандидат-комбинации...,Генерирам и оценявам кандидат-комбинации...,Генерирам и оценявам кандидат-combinations...,,,True
src/v61_draw_result_analyzer_section.py,104,title,Анализ на нов тираж,Анализ на нов тираж,Анализ на нов draw,,,True
src/v61_draw_result_analyzer_section.py,106,markdown,"Този модул анализира последния реален тираж след като вече е добавен в dataset-а. Целта е да се види как тиражът се държи спрямо историческите профили, баланса, подобните минали тиражи и текущите статистически артефакти.","Този модул анализира последния реален тираж след като вече е добавен в данните-а. Целта е да се види как тиражът се държи спрямо историческите профили, баланса, подобните минали тиражи и текущите статистически артефакти.","Този модул анализира последния реален draw след като вече е добавен в dataset-а. Целта е да се види как drawът се държи спрямо историческите профили, баланса, подобните минали draws и текущите статистически artifacts.",,,True
src/v61_draw_result_analyzer_section.py,112,warning,"Това е post-draw диагностичен анализ, не предсказание и не гаранция за печалба. Съвпаденията с модели показват статистически overlap, а не доказана предсказателна сила.","Това е след тиража диагностичен анализ, не предсказание и не гаранция за печалба. Съвпаденията с модели показват статистически припокриване, а не доказана предсказателна сила.","Това е post-draw диагностичен анализ, не предсказание и не гаранция за печалба. Съвпаденията с модели показват статистически overlap, а не доказана предсказателна сила.",,,True
src/v61_draw_result_analyzer_section.py,143,markdown,### Последен тираж,### Последен тираж,### Последен draw,,,True
src/v61_draw_result_analyzer_section.py,147,metric,Дата,Дата,Дата,,,True
src/v61_draw_result_analyzer_section.py,148,metric,Тираж,Тираж,Тираж,,,True
src/v61_draw_result_analyzer_section.py,149,metric,Общо тиражи,Общо тиражи,Общо draws,,,True
src/v61_draw_result_analyzer_section.py,150,metric,Сравнени предишни,Сравнени предишни,Сравнени предишни,,,True
src/v61_draw_result_analyzer_section.py,152,markdown,### Кратък извод,### Кратък извод,### Кратък извод,,,True
src/v61_draw_result_analyzer_section.py,156,markdown,### Структура на тиража,### Структура на тиража,### Структура на drawа,,,True
src/v61_draw_result_analyzer_section.py,158,metric,Баланс,Баланс,Баланс,,,True
src/v61_draw_result_analyzer_section.py,159,metric,Оценка,Оценка,Оценка,,,True
src/v61_draw_result_analyzer_section.py,160,metric,Сума,Сума,Сума,,,True
src/v61_draw_result_analyzer_section.py,161,metric,Четни / нечетни,Четни / нечетни,Четни / нечетни,,,True
src/v61_draw_result_analyzer_section.py,162,metric,Ниски / високи,Ниски / високи,Ниски / високи,,,True
src/v61_draw_result_analyzer_section.py,176,markdown,### Профил на числата,### Профил на числата,### Профил на numbersта,,,True
src/v61_draw_result_analyzer_section.py,178,metric,Горещи,Горещи,Горещи,,,True
src/v61_draw_result_analyzer_section.py,179,metric,Студени,Студени,Студени,,,True
src/v61_draw_result_analyzer_section.py,180,metric,Стабилни,Стабилни,Стабилни,,,True
src/v61_draw_result_analyzer_section.py,181,metric,Закъснели,Закъснели,Закъснели,,,True
src/v61_draw_result_analyzer_section.py,187,markdown,### Сравнение с текущите статистически артефакти,### Сравнение с текущите статистически артефакти,### Сравнение с текущите статистически artifacts,,,True
src/v61_draw_result_analyzer_section.py,189,metric,Проверени сигнали,Проверени сигнали,Проверени сигнали,,,True
src/v61_draw_result_analyzer_section.py,190,metric,Най-добро съвпадение,Най-добро съвпадение,Най-добро съвпадение,,,True
src/v61_draw_result_analyzer_section.py,191,metric,Средно съвпадение,Средно съвпадение,Средно съвпадение,,,True
src/v61_draw_result_analyzer_section.py,192,metric,Сигнали с 3+,Сигнали с 3+,Сигнали с 3+,,,True
src/v61_draw_result_analyzer_section.py,198,markdown,### Историческа близост без самия последен тираж,### Историческа близост без самия последен тираж,### Историческа близост без самия последен draw,,,True
src/v61_draw_result_analyzer_section.py,200,metric,Макс. съвпадение,Макс. съвпадение,Макс. съвпадение,,,True
src/v61_draw_result_analyzer_section.py,201,metric,5 от 6,5 от 6,5 от 6,,,True
src/v61_draw_result_analyzer_section.py,202,metric,4 от 6,4 от 6,4 от 6,,,True
src/v61_draw_result_analyzer_section.py,203,metric,3 от 6,3 от 6,3 от 6,,,True
src/v61_draw_result_analyzer_section.py,209,markdown,### Контекст на двойките,### Контекст на двойките,### Контекст на двойките,,,True
src/v61_draw_result_analyzer_section.py,212,metric,Двойки в тиража,Двойки в тиража,Двойки в drawа,,,True
src/v61_draw_result_analyzer_section.py,213,metric,Попадения във водещи двойки,Попадения във водещи двойки,Попадения във водещи двойки,,,True
src/v61_draw_result_analyzer_section.py,214,metric,Попадения в наблюдавани двойки,Попадения в наблюдавани двойки,Попадения в наблюдавани двойки,,,True
src/v61_draw_result_analyzer_section.py,119,button,Обнови v61 анализа,Обнови v61 анализа,Обнови v61 анализа,,,True
src/v61_draw_result_analyzer_section.py,129,caption,При добавяне на нов тираж този модул може да се обновява автоматично от работния процес „Добавяне на тираж“.,При добавяне на нов тираж този модул може да се обновява автоматично от работния процес „Добавяне на тираж“.,При добавяне на нов draw този модул може да се обновява автоматично от работния процес „Добавяне на draw“.,,,True
src/v61_draw_result_analyzer_section.py,164,expander,Детайли за структурата,Детайли за структурата,Детайли за структурата,,,True
src/v61_draw_result_analyzer_section.py,166,metric,Най-дълга поредица,Най-дълга поредица,Най-дълга поредица,,,True
src/v61_draw_result_analyzer_section.py,167,metric,Последователни двойки,Последователни двойки,Последователни двойки,,,True
src/v61_draw_result_analyzer_section.py,168,metric,Мин. gap,Мин. интервал,Мин. gap,,,True
src/v61_draw_result_analyzer_section.py,169,metric,Макс. gap,Макс. интервал,Макс. gap,,,True
src/v61_draw_result_analyzer_section.py,220,caption,"Няма двойки от последния тираж, които да попадат в текущите водещи или наблюдавани списъци от анализа на двойки.","Няма двойки от последния тираж, които да попадат в текущите водещи или наблюдавани списъци от анализа на двойки.","Няма двойки от последния draw, които да попадат в текущите водещи или наблюдавани списъци от анализа на двойки.",,,True
src/v61_draw_result_analyzer_section.py,134,error,Не успях да заредя анализа на последния тираж: ,Не успях да заредя анализа на последния тираж: ,Не успях да заредя анализа на последния draw: ,,,True
src/v61_draw_result_analyzer_section.py,123,success,v61 анализът е обновен успешно.,v61 анализът е обновен успешно.,v61 анализът е обновен успешно.,,,True
src/v61_draw_result_analyzer_section.py,125,error,Грешка при обновяване на v61 анализа.,Грешка при обновяване на v61 анализа.,Грешка при refresh на v61 анализа.,,,True
src/v62_model_performance_tracker_section.py,139,title,История на моделите,История на моделите,История на моделите,,,True
src/v62_model_performance_tracker_section.py,140,caption,Исторически post-draw анализ: колко близо са били текущите моделни сигнали до реалния тираж. Това не е гаранция за печалба.,Исторически след тиража анализ: колко близо са били текущите моделни сигнали до реалния тираж. Това не е гаранция за печалба.,Исторически post-draw анализ: колко близо са били текущите моделни сигнали до реалния draw. Това не е гаранция за печалба.,,,True
src/v62_model_performance_tracker_section.py,162,metric,Тиражи,Тиражи,Тиражи,,,True
src/v62_model_performance_tracker_section.py,163,metric,Модели,Модели,Модели,,,True
src/v62_model_performance_tracker_section.py,164,metric,Най-добро съвпадение,Най-добро съвпадение,Най-добро съвпадение,,,True
src/v62_model_performance_tracker_section.py,165,metric,Средно най-добро,Средно най-добро,Средно най-добро,,,True
src/v62_model_performance_tracker_section.py,167,subheader,Последен реален тираж,Последен реален тираж,Последен реален draw,,,True
src/v62_model_performance_tracker_section.py,180,subheader,Представяне по модел за последния тираж,Представяне по модел за последния тираж,Представяне по модел за последния draw,,,True
src/v62_model_performance_tracker_section.py,183,subheader,История на проследяването,История на проследяването,История на проследяването,,,True
src/v62_model_performance_tracker_section.py,184,caption,При всеки нов тираж тук ще се добавя нов слой от сравнения.,При всеки нов тираж тук ще се добавя нов слой от сравнения.,При всеки нов draw тук ще се добавя нов слой от сравнения.,,,True
src/v62_model_performance_tracker_section.py,127,info,Няма налични редове за показване.,Няма налични редове за показване.,Няма налични редове за показване.,,,True
src/v62_model_performance_tracker_section.py,152,warning,Липсва Step 62 report. Пусни: python scripts/v62_build_model_performance_tracker.py,Липсва Етап 62 отчет. Пусни: python scripts/v62_build_model_performance_tracker.py,Липсва Step 62 report. Пусни: python scripts/v62_build_model_performance_tracker.py,,,True
src/v63_model_reliability_dashboard_section.py,104,title,Надеждност на моделите,Надеждност на моделите,Надеждност на моделите,,,True
src/v63_model_reliability_dashboard_section.py,105,caption,"Обобщава историческото представяне на моделите според Step 62 историята. Това е post-draw статистика, не гаранция и не обещание за бъдещ резултат.","Обобщава историческото представяне на моделите според Етап 62 историята. Това е след тиража статистика, не гаранция и не обещание за бъдещ резултат.","Обобщава историческото представяне на моделите според Step 62 историята. Това е post-draw статистика, не гаранция и не обещание за бъдещ result.",,,True
src/v63_model_reliability_dashboard_section.py,121,metric,Исторически редове,Исторически редове,Исторически редове,,,True
src/v63_model_reliability_dashboard_section.py,122,metric,Проследени тиражи,Проследени тиражи,Проследени draws,,,True
src/v63_model_reliability_dashboard_section.py,123,metric,Модели,Модели,Модели,,,True
src/v63_model_reliability_dashboard_section.py,124,metric,Най-добра надеждност,Най-добра надеждност,Най-добра надеждност,,,True
src/v63_model_reliability_dashboard_section.py,136,subheader,Класация по историческа надеждност,Класация по историческа надеждност,Класация по историческа надеждност,,,True
src/v63_model_reliability_dashboard_section.py,139,markdown,"\n**Как се чете тази страница**\n\n- **Средни съвпадения** показва средно колко числа е улучвал най-близкият сигнал на модела.\n- **2+ / 3+ попадения** показват колко често моделът е стигал поне до този праг.\n- **Стабилност %** наказва големи колебания между различни тиражи.\n- **Надеждност %** е комбинирана историческа оценка, не прогноза за печалба.\n","\n**Как се чете тази страница**\n\n- **Средни съвпадения** показва средно колко числа е улучвал най-близкият сигнал на модела.\n- **2+ / 3+ попадения** показват колко често моделът е стигал поне до този праг.\n- **Стабилност %** наказва големи колебания между различни тиражи.\n- **Надеждност %** е комбинирана историческа оценка, не прогноза за печалба.\n","\n**Как се чете тази страница**\n\n- **Средни съвпадения** показва средно колко numbers е улучвал най-близкият сигнал на модела.\n- **2+ / 3+ попадения** показват колко често моделът е стигал поне до този праг.\n- **Стабилност %** наказва големи колебания между различни draws.\n- **Надеждност %** е комбинирана историческа оценка, не прогноза за печалба.\n",,,True
src/v63_model_reliability_dashboard_section.py,92,info,Няма налични редове за показване.,Няма налични редове за показване.,Няма налични редове за показване.,,,True
src/v63_model_reliability_dashboard_section.py,114,warning,Липсва Step 63 report. Пусни: python scripts/v63_build_model_reliability_dashboard.py,Липсва Етап 63 отчет. Пусни: python scripts/v63_build_model_reliability_dashboard.py,Липсва Step 63 report. Пусни: python scripts/v63_build_model_reliability_dashboard.py,,,True
src/v63_model_reliability_dashboard_section.py,127,info,"Оценката е предварителна, защото историята още съдържа малко реални тиражи. С всеки следващ добавен тираж Step 62 и Step 63 ще стават по-полезни.","Оценката е предварителна, защото историята още съдържа малко реални тиражи. С всеки следващ добавен тираж Етап 62 и Етап 63 ще стават по-полезни.","Оценката е предварителна, защото историята още съдържа малко реални draws. С всеки следващ добавен draw Step 62 и Step 63 ще стават по-полезни.",,,True
src/v63_model_reliability_dashboard_section.py,134,success,Текущо най-силен исторически сигнал: ,Текущо най-силен исторически сигнал: ,Текущо най-силен исторически сигнал: ,,,True
src/v65_model_weighting_section.py,97,title,Умно тегло на моделите,Умно тегло на моделите,Умно тегло на моделите,,,True
src/v65_model_weighting_section.py,98,caption,"Преобразува историческата надеждност от Step 63 в адаптивни тегла за моделите. Това е статистическо управление на сигнали, не гаранция за печалба.","Преобразува историческата надеждност от Етап 63 в адаптивни тегла за моделите. Това е статистическо управление на сигнали, не гаранция за печалба.","Преобразува историческата надеждност от Step 63 в адаптивни тегла за моделите. Това е статистическо управление на сигнали, не гаранция за печалба.",,,True
src/v65_model_weighting_section.py,114,metric,Модели с тегло,Модели с тегло,Модели с тегло,,,True
src/v65_model_weighting_section.py,115,metric,Мин. проследени тиражи,Мин. проследени тиражи,Мин. проследени draws,,,True
src/v65_model_weighting_section.py,116,metric,Макс. проследени тиражи,Макс. проследени тиражи,Макс. проследени draws,,,True
