"date","draw_number","draw_sum","odd_count","even_count","low_count","high_count","spread"
"",75,192,2,4,2,4,35
"",75,99,1,5,5,1,26
"",76,100,2,4,5,1,44
"",76,125,3,3,2,4,29
"",77,151,5,1,3,3,46
"",77,114,2,4,4,2,38
"",78,155,1,5,3,3,38
"",78,156,4,2,2,4,44
"",79,158,2,4,3,3,36
"",79,135,3,3,4,2,33
"",80,188,2,4,2,4,29
"",80,166,2,4,3,3,36
"",81,143,5,1,2,4,40
"",81,189,3,3,2,4,48
"",82,109,3,3,4,2,45
"",82,149,5,1,2,4,48
"",83,155,5,1,2,4,45
"",83,139,3,3,3,3,44
"",84,76,2,4,5,1,26
"",84,139,1,5,3,3,40
"",85,157,3,3,3,3,35
"",85,173,3,3,3,3,43
"",86,159,3,3,4,2,31
"",86,106,4,2,6,0,19
"",87,205,3,3,0,6,20
"",87,137,1,5,3,3,42
"",88,132,4,2,4,2,29
"",88,193,3,3,1,5,46
"",89,94,4,2,4,2,23
"",89,180,2,4,2,4,33
"",90,102,4,2,4,2,42
"",90,129,3,3,3,3,39
"",91,169,3,3,1,5,39
"",91,83,3,3,5,1,43
"",92,98,4,2,5,1,43
"",92,180,2,4,2,4,33
"",93,125,5,1,4,2,42
"",93,143,5,1,4,2,38
"",94,144,4,2,3,3,40
"",94,178,4,2,2,4,46
"",95,151,1,5,3,3,42
"",95,169,5,1,3,3,38
"",96,112,2,4,3,3,29
"",96,90,2,4,5,1,24
"",97,115,3,3,5,1,35
"",97,62,4,2,6,0,18
"",98,119,5,1,4,2,40
"",98,122,2,4,5,1,39
"",99,125,3,3,4,2,45
"",99,197,3,3,2,4,41
"",100,100,4,2,6,0,12
"",100,144,2,4,2,4,22
"",101,162,4,2,3,3,40
"",101,137,3,3,3,3,41
"",102,143,3,3,3,3,39
"",102,116,2,4,4,2,23
"",102,145,3,3,4,2,39
"",103,148,2,4,3,3,41
"",103,135,3,3,4,2,38
"",0,173,3,3,2,4,14
"",0,95,3,3,5,1,24
"",0,171,3,3,2,4,37
"",1,173,5,1,3,3,33
"",1,148,2,4,3,3,41
"",2,160,2,4,3,3,29
"",2,167,3,3,1,5,23
"",3,127,5,1,4,2,48
"",3,155,3,3,3,3,42
"",4,212,4,2,2,4,43
"",4,176,2,4,3,3,28
"",5,165,3,3,3,3,47
"",5,175,3,3,2,4,27
"",6,111,5,1,4,2,34
"",6,185,3,3,2,4,34
"",7,142,2,4,4,2,18
"",7,169,3,3,2,4,46
"",8,187,3,3,1,5,47
"",8,115,3,3,5,1,25
"",9,207,3,3,2,4,34
"",9,128,4,2,4,2,46
"",10,174,2,4,2,4,35
"",10,193,3,3,2,4,34
"",11,186,4,2,1,5,46
"",11,179,5,1,2,4,35
"",12,102,4,2,4,2,28
"",12,218,2,4,1,5,26
"",13,114,4,2,4,2,23
"",13,152,0,6,3,3,26
"",14,118,2,4,4,2,36
"",14,61,3,3,5,1,29
"",15,118,4,2,4,2,37
"",15,151,1,5,3,3,35
"",16,127,1,5,4,2,44
"",16,109,5,1,5,1,38
"",16,180,2,4,3,3,40
"",17,207,3,3,0,6,19
"",17,48,4,2,6,0,12
"",17,198,4,2,1,5,37
"",18,126,2,4,3,3,38
"",18,138,4,2,4,2,32
"",18,209,3,3,2,4,33
"",19,156,4,2,2,4,40
"",19,163,3,3,3,3,41
"",19,118,2,4,4,2,42
"",20,141,3,3,3,3,36
"",20,160,4,2,3,3,43
"",20,205,5,1,1,5,26
"",21,162,4,2,2,4,40
"",21,167,1,5,2,4,36
"",21,105,3,3,4,2,30
"",22,136,2,4,3,3,36
"",22,103,5,1,4,2,35
"",22,150,4,2,2,4,36
"",23,144,4,2,3,3,42
"",23,180,4,2,3,3,39
"",23,94,2,4,5,1,41
"",24,168,0,6,3,3,36
"",24,168,2,4,3,3,31
"",24,118,4,2,4,2,47
"",25,181,3,3,2,4,21
"",25,185,3,3,2,4,26
"",25,165,5,1,3,3,36
"",26,176,4,2,1,5,32
"",26,121,5,1,4,2,33
"",26,137,3,3,3,3,42
"",27,159,5,1,3,3,44
"",27,177,1,5,3,3,40
"",27,172,4,2,2,4,40
"",28,111,3,3,5,1,19
"",28,156,2,4,3,3,30
"",28,192,4,2,3,3,28
"",29,159,5,1,3,3,34
"",29,134,4,2,3,3,44
"",29,138,4,2,2,4,42
"",30,162,4,2,3,3,41
"",30,144,2,4,4,2,41
"",30,183,3,3,3,3,33
"",31,143,1,5,3,3,47
"",31,168,2,4,2,4,31
"",31,196,4,2,1,5,32
"",32,147,1,5,3,3,43
"",32,155,3,3,2,4,46
"",32,122,2,4,3,3,45
"",33,99,5,1,4,2,42
"",33,177,1,5,2,4,40
"",33,156,2,4,4,2,31
"",34,125,3,3,4,2,42
"",34,170,2,4,2,4,43
"",34,197,3,3,1,5,21
"",35,141,3,3,4,2,44
"",35,150,2,4,3,3,41
"",35,193,5,1,2,4,34
"",36,168,2,4,1,5,38
"",36,162,2,4,2,4,43
"",36,187,3,3,2,4,29
"",37,162,4,2,3,3,28
"",37,175,3,3,2,4,40
"",37,119,3,3,3,3,36
"",38,189,3,3,1,5,41
"",38,197,3,3,3,3,31
"",38,160,2,4,2,4,36
"",39,158,4,2,2,4,32
"",39,194,2,4,1,5,36
"",39,123,3,3,5,1,36
"",40,203,3,3,1,5,40
"",40,194,2,4,2,4,33
"",40,90,4,2,4,2,38
"",41,172,2,4,3,3,36
"",41,226,4,2,0,6,21
"",41,218,2,4,1,5,42
"",42,94,2,4,4,2,37
"",42,143,3,3,4,2,27
"",42,162,4,2,3,3,45
"",43,196,4,2,3,3,33
"",43,123,5,1,4,2,38
"",43,80,4,2,5,1,35
"",44,162,2,4,3,3,43
"",44,205,5,1,2,4,27
"",44,155,5,1,3,3,34
"",45,99,3,3,5,1,42
"",45,178,2,4,2,4,41
"",45,157,5,1,2,4,30
"",46,135,3,3,4,2,45
"",46,128,4,2,4,2,42
"",46,187,3,3,1,5,29
"",47,178,2,4,2,4,43
"",47,84,4,2,5,1,27
"",47,137,5,1,3,3,44
"",48,156,4,2,2,4,47
"",48,174,4,2,2,4,42
"",48,165,3,3,2,4,39
"",49,152,4,2,2,4,41
"",49,184,2,4,2,4,34
"",49,163,3,3,2,4,40
"",50,125,3,3,3,3,32
"",50,171,3,3,2,4,44
"",50,110,4,2,4,2,39
"",51,126,4,2,4,2,42
"",51,146,4,2,3,3,44
"",51,181,1,5,3,3,38
"",52,122,0,6,4,2,34
"",52,190,4,2,2,4,48
"",52,94,2,4,5,1,30
"",53,203,5,1,0,6,21
"",53,122,6,0,3,3,42
"",53,99,3,3,5,1,47
"",54,98,4,2,4,2,31
"",54,185,1,5,2,4,35
"",54,187,5,1,1,5,41
"",55,167,1,5,2,4,41
"",55,129,3,3,4,2,31
"",55,137,1,5,4,2,38
"",56,170,4,2,3,3,35
"",56,125,1,5,4,2,28
"",56,160,4,2,2,4,41
"",57,167,1,5,2,4,42
"",57,166,4,2,2,4,41
"",57,155,3,3,3,3,44
"",58,173,3,3,3,3,28
"",58,158,2,4,2,4,42
"",58,163,3,3,2,4,31
"",59,155,3,3,3,3,41
"",59,130,4,2,4,2,36
"",59,190,4,2,1,5,23
"",60,147,5,1,3,3,40
"",60,86,4,2,4,2,33
"",60,95,3,3,4,2,32
"",61,176,4,2,2,4,48
"",61,179,3,3,2,4,21
"",61,220,4,2,1,5,33
"",62,153,3,3,2,4,37
"",62,141,3,3,2,4,39
"",62,112,4,2,4,2,34
"",63,130,4,2,4,2,25
"",63,156,2,4,3,3,20
"",63,133,1,5,3,3,26
"",64,80,2,4,5,1,37
"",64,192,4,2,2,4,30
"",64,100,2,4,5,1,34
"",65,175,1,5,1,5,40
"",65,136,2,4,3,3,38
"",65,116,4,2,4,2,19
"",66,175,3,3,3,3,38
"",66,117,3,3,4,2,40
"",66,197,5,1,2,4,46
"",67,87,3,3,5,1,30
"",67,113,3,3,4,2,43
"",67,136,4,2,3,3,47
"",68,203,3,3,1,5,47
"",68,119,3,3,4,2,28
"",68,146,4,2,3,3,32
"",69,156,2,4,4,2,36
"",69,98,4,2,4,2,29
"",69,145,5,1,2,4,39
"",70,172,2,4,2,4,40
"",70,158,2,4,2,4,36
"",70,188,4,2,2,4,44
"",71,135,3,3,4,2,43
"",71,160,0,6,3,3,46
"",71,169,3,3,3,3,46
"",72,96,2,4,5,1,22
"",72,102,4,2,4,2,22
"",72,193,3,3,1,5,32
"",73,204,2,4,1,5,20
"",73,179,3,3,2,4,29
"",73,194,4,2,2,4,32
"",74,192,4,2,1,5,45
"",74,147,3,3,3,3,44
"",74,149,3,3,3,3,44
"",75,221,3,3,1,5,25
"",75,121,5,1,4,2,46
"",75,153,1,5,3,3,36
"",76,132,2,4,4,2,46
"",76,171,5,1,2,4,41
"",76,133,3,3,4,2,44
"",77,178,2,4,2,4,34
"",77,165,5,1,2,4,44
"",77,70,4,2,6,0,16
"",78,111,3,3,5,1,44
"",78,73,3,3,6,0,15
"",78,138,2,4,4,2,45
"",79,152,2,4,3,3,45
"",79,105,1,5,4,2,34
"",79,186,2,4,1,5,42
"",80,178,6,0,1,5,24
"",80,138,2,4,4,2,47
"",80,120,2,4,4,2,44
"",81,144,0,6,4,2,40
"",81,124,4,2,4,2,44
"",81,151,3,3,3,3,39
"",82,133,3,3,2,4,25
"",82,161,3,3,2,4,37
"",82,141,3,3,3,3,44
"",83,136,4,2,3,3,34
"",83,92,4,2,5,1,21
"",83,176,2,4,2,4,24
"",84,135,3,3,2,4,42
"",84,120,4,2,4,2,42
"",84,160,2,4,2,4,31
"",85,186,4,2,3,3,34
"",85,212,2,4,1,5,29
"",85,173,3,3,2,4,39
"",86,97,3,3,5,1,29
"",86,190,4,2,1,5,39
"",86,155,3,3,3,3,33
"",87,163,3,3,3,3,31
"",87,165,3,3,2,4,34
"",87,174,2,4,1,5,34
"",88,70,4,2,5,1,21
"",88,129,1,5,3,3,29
"",88,167,3,3,2,4,42
"",89,147,3,3,3,3,41
"",89,114,4,2,4,2,48
"",89,135,5,1,3,3,36
"",90,189,5,1,2,4,32
"",90,178,6,0,3,3,42
"",90,173,3,3,2,4,45
"",91,111,5,1,3,3,30
"",91,140,4,2,4,2,15
"",91,148,4,2,3,3,41
"",92,148,2,4,3,3,38
"",92,169,3,3,2,4,42
"",92,157,5,1,3,3,46
"",93,148,4,2,3,3,25
"",93,141,3,3,3,3,31
"",93,139,3,3,3,3,32
"",94,129,3,3,3,3,37
"",94,177,3,3,3,3,33
"",94,159,3,3,3,3,33
"",95,185,5,1,2,4,28
"",95,158,2,4,3,3,29
"",95,100,2,4,4,2,40
"",96,171,1,5,2,4,43
"",96,174,4,2,2,4,36
"",96,202,4,2,2,4,33
"",97,120,4,2,4,2,38
"",97,80,4,2,5,1,28
"",97,107,3,3,4,2,47
"",98,119,1,5,4,2,22
"",98,168,2,4,3,3,41
"",98,187,5,1,2,4,47
"",99,92,4,2,5,1,42
"",99,164,0,6,2,4,42
"",99,143,5,1,3,3,46
"",100,88,2,4,5,1,25
"",100,214,4,2,0,6,22
"",100,187,5,1,2,4,37
"",101,159,3,3,3,3,42
"",101,149,3,3,3,3,47
"",101,141,3,3,4,2,34
"",102,129,5,1,4,2,38
"",102,112,4,2,4,2,40
"",102,159,5,1,3,3,26
"",1,93,3,3,5,1,29
"",1,149,3,3,3,3,30
"",1,107,3,3,4,2,29
"",2,124,4,2,5,1,23
"",2,178,0,6,1,5,38
"",2,177,3,3,2,4,43
"",3,189,3,3,0,6,18
"",3,157,5,1,2,4,29
"",3,146,2,4,4,2,31
"",4,165,3,3,2,4,16
"",4,193,3,3,1,5,21
"",4,87,3,3,4,2,28
"",5,168,4,2,1,5,28
"",5,103,5,1,4,2,31
"",5,149,3,3,3,3,27
"",6,173,5,1,3,3,38
"",6,184,2,4,1,5,37
"",6,195,1,5,1,5,44
"",7,148,4,2,3,3,44
"",7,162,4,2,2,4,39
"",7,142,4,2,3,3,33
"",8,140,4,2,3,3,42
"",8,170,4,2,3,3,42
"",8,210,4,2,1,5,38
"",9,188,2,4,2,4,35
"",9,159,3,3,3,3,46
"",9,172,4,2,2,4,27
"",10,125,3,3,4,2,42
"",10,92,4,2,5,1,43
"",10,132,2,4,3,3,34
"",11,135,5,1,3,3,34
"",11,84,2,4,5,1,38
"",11,167,3,3,3,3,43
"",12,171,3,3,2,4,45
"",12,155,1,5,3,3,47
"",12,145,5,1,3,3,40
"",13,175,3,3,3,3,35
"",13,141,3,3,4,2,41
"",13,186,4,2,1,5,43
"",14,175,3,3,3,3,41
"",14,133,3,3,4,2,40
"",14,157,3,3,2,4,36
"",15,123,3,3,4,2,45
"",15,72,2,4,6,0,20
"",15,203,1,5,2,4,31
"",16,131,3,3,3,3,43
"",16,185,3,3,1,5,42
"",16,213,1,5,1,5,44
"",17,204,4,2,2,4,31
"",17,153,5,1,2,4,44
"",17,140,2,4,3,3,27
"",18,111,3,3,5,1,43
"",18,143,3,3,4,2,27
"",18,179,5,1,2,4,36
"",19,166,2,4,3,3,32
"",19,224,2,4,1,5,36
"",19,163,3,3,3,3,38
"",20,136,2,4,4,2,39
"",20,137,5,1,3,3,40
"",20,229,3,3,0,6,18
"",21,158,2,4,3,3,29
"",21,159,5,1,3,3,40
"",21,133,3,3,4,2,43
"",22,113,1,5,4,2,42
"",22,106,4,2,5,1,48
"",22,157,1,5,2,4,41
"",23,162,2,4,3,3,37
"",23,169,3,3,1,5,32
"",23,100,2,4,5,1,36
"",24,131,3,3,3,3,38
"",24,149,5,1,3,3,31
"",24,138,2,4,3,3,47
"",25,121,3,3,5,1,23
"",25,93,3,3,5,1,33
"",25,194,2,4,2,4,37
"",26,112,4,2,4,2,30
"",26,132,4,2,2,4,36
"",26,135,3,3,4,2,30
"",27,141,1,5,4,2,35
"",27,244,2,4,0,6,21
"",27,169,3,3,2,4,33
"",28,105,3,3,4,2,25
"",28,139,1,5,2,4,32
"",28,134,2,4,4,2,43
"",29,130,2,4,4,2,44
"",29,89,5,1,6,0,16
"",29,128,2,4,3,3,44
"",30,217,3,3,2,4,27
"",30,98,4,2,5,1,38
"",30,191,3,3,2,4,37
"",31,173,5,1,2,4,41
"",31,187,3,3,2,4,29
"",31,181,5,1,2,4,33
"",32,194,4,2,1,5,36
"",32,188,4,2,1,5,37
"",32,196,4,2,1,5,37
"",33,131,3,3,4,2,40
"",33,150,2,4,2,4,35
"",33,119,3,3,4,2,21
"",34,194,4,2,2,4,33
"",34,181,3,3,1,5,39
"",34,104,4,2,5,1,31
"",35,124,2,4,4,2,43
"",35,197,3,3,2,4,31
"",35,145,5,1,3,3,38
"",36,141,3,3,3,3,43
"",36,139,3,3,3,3,30
"",36,150,2,4,4,2,41
"",37,153,5,1,1,5,35
"",37,251,3,3,1,5,25
"",37,182,0,6,2,4,44
"",38,220,4,2,1,5,32
"",38,157,3,3,3,3,45
"",38,200,2,4,2,4,42
"",39,132,2,4,5,1,36
"",39,144,2,4,3,3,31
"",39,131,3,3,5,1,36
"",40,97,5,1,4,2,28
"",40,143,3,3,3,3,41
"",40,160,4,2,2,4,41
"",41,114,2,4,4,2,25
"",41,157,5,1,3,3,36
"",41,190,2,4,1,5,18
"",42,81,3,3,5,1,23
"",42,148,4,2,3,3,26
"",42,177,1,5,2,4,42
"",43,202,4,2,1,5,27
"",43,155,3,3,2,4,34
"",43,87,3,3,5,1,32
"",44,117,3,3,5,1,33
"",44,103,3,3,5,1,28
"",44,161,3,3,2,4,26
"",45,161,3,3,3,3,34
"",45,138,2,4,4,2,43
"",45,150,4,2,3,3,41
"",46,160,2,4,3,3,43
"",46,75,1,5,5,1,27
"",46,166,2,4,3,3,37
"",47,170,0,6,2,4,32
"",47,101,3,3,4,2,33
"",47,165,3,3,3,3,39
"",48,130,4,2,3,3,34
"",48,66,6,0,6,0,20
"",48,164,4,2,2,4,42
"",49,221,3,3,1,5,37
"",49,136,2,4,3,3,28
"",49,126,2,4,4,2,18
"",50,169,5,1,2,4,39
"",50,160,2,4,2,4,34
"",50,198,2,4,1,5,36
"",51,221,5,1,2,4,30
"",51,174,2,4,2,4,32
"",51,165,1,5,2,4,40
"",52,129,1,5,4,2,35
"",52,128,2,4,3,3,36
"",52,103,3,3,4,2,41
"",53,100,4,2,4,2,33
"",53,210,4,2,2,4,25
"",53,149,5,1,3,3,36
"",54,194,4,2,2,4,33
"",54,87,3,3,4,2,28
"",54,162,2,4,2,4,33
"",55,159,1,5,2,4,46
"",55,130,4,2,4,2,45
"",55,157,3,3,4,2,43
"",56,91,3,3,4,2,40
"",56,189,3,3,1,5,46
"",56,105,5,1,4,2,35
"",57,144,4,2,3,3,37
"",57,147,3,3,2,4,42
"",57,88,4,2,4,2,32
"",58,146,2,4,3,3,28
"",58,201,3,3,2,4,41
"",58,161,3,3,2,4,27
"",59,160,4,2,2,4,38
"",59,160,4,2,2,4,31
"",59,138,2,4,3,3,29
"",60,198,2,4,2,4,44
"",60,143,1,5,3,3,36
"",60,164,2,4,2,4,34
"",61,151,3,3,4,2,32
"",61,170,2,4,3,3,44
"",61,143,5,1,4,2,38
"",62,171,3,3,2,4,28
"",62,177,5,1,3,3,38
"",62,184,6,0,2,4,34
"",63,166,4,2,3,3,44
"",63,187,3,3,2,4,41
"",63,173,3,3,2,4,31
"",64,178,2,4,3,3,39
"",64,109,1,5,3,3,26
"",64,176,4,2,1,5,30
"",65,174,4,2,3,3,38
"",65,184,2,4,2,4,26
"",65,160,4,2,3,3,31
"",66,185,1,5,1,5,37
"",66,173,3,3,2,4,31
"",66,147,3,3,3,3,36
"",67,166,4,2,2,4,39
"",67,193,1,5,2,4,36
"",67,127,3,3,4,2,35
"",68,153,3,3,3,3,39
"",68,168,2,4,2,4,44
"",68,133,5,1,3,3,36
"",69,172,6,0,2,4,34
"",69,150,4,2,4,2,40
"",69,175,1,5,2,4,40
"",70,140,6,0,3,3,46
"",70,160,2,4,3,3,45
"",70,143,3,3,3,3,42
"",71,143,3,3,4,2,38
"",71,191,3,3,1,5,45
"",71,96,2,4,5,1,32
"",72,144,2,4,3,3,39
"",72,114,2,4,5,1,17
"",72,161,3,3,2,4,48
"",73,149,3,3,2,4,40
"",73,163,3,3,3,3,37
"",73,168,4,2,2,4,38
"",74,135,5,1,3,3,39
"",74,138,4,2,4,2,46
"",74,88,4,2,5,1,29
"",75,145,3,3,3,3,44
"",75,154,4,2,3,3,46
"",75,144,4,2,3,3,37
"",76,93,3,3,4,2,28
"",76,135,1,5,4,2,37
"",76,155,3,3,4,2,34
"",77,160,4,2,2,4,32
"",77,164,2,4,2,4,45
"",77,94,2,4,5,1,43
"",78,159,5,1,2,4,38
"",78,157,3,3,3,3,35
"",78,198,2,4,1,5,29
"",79,139,5,1,3,3,22
"",79,105,3,3,5,1,32
"",79,166,4,2,3,3,33
"",80,165,3,3,3,3,42
"",80,101,3,3,4,2,37
"",80,120,2,4,4,2,43
"",81,112,6,0,3,3,38
"",81,126,4,2,3,3,41
"",81,114,4,2,4,2,48
"",82,163,1,5,3,3,34
"",82,182,4,2,2,4,44
"",82,184,2,4,2,4,32
"",83,176,4,2,2,4,33
"",83,201,3,3,1,5,45
"",83,131,3,3,4,2,29
"",84,148,4,2,3,3,36
"",84,112,2,4,3,3,31
"",84,179,3,3,3,3,48
"",85,105,3,3,4,2,26
"",85,180,2,4,2,4,43
"",85,129,3,3,3,3,38
"",86,92,2,4,4,2,26
"",86,148,4,2,4,2,38
"",86,172,2,4,2,4,39
"",87,207,3,3,1,5,47
"",87,158,2,4,2,4,34
"",87,155,3,3,4,2,41
"",88,182,2,4,3,3,33
"",88,209,5,1,1,5,28
"",88,187,3,3,1,5,36
"",89,123,3,3,3,3,33
"",89,144,4,2,3,3,43
"",89,121,3,3,4,2,27
"",90,144,4,2,4,2,47
"",90,204,4,2,1,5,25
"",90,151,5,1,3,3,42
"",91,144,2,4,3,3,44
"",91,93,3,3,5,1,35
"",91,103,3,3,4,2,31
"",92,211,1,5,1,5,38
"",92,152,2,4,2,4,34
"",92,133,5,1,4,2,42
"",93,153,5,1,3,3,47
"",93,165,1,5,2,4,45
"",93,116,4,2,5,1,32
"",94,144,4,2,3,3,36
"",94,143,1,5,3,3,44
"",94,204,2,4,1,5,27
"",95,137,3,3,3,3,43
"",95,229,3,3,0,6,22
"",95,154,2,4,3,3,35
"",96,185,3,3,2,4,27
"",96,150,2,4,3,3,39
"",96,105,3,3,5,1,39
"",97,124,4,2,5,1,28
"",97,117,3,3,4,2,42
"",97,83,3,3,4,2,28
"",98,110,2,4,4,2,34
"",98,215,1,5,1,5,24
"",98,234,2,4,1,5,28
"",99,97,3,3,5,1,29
"",99,150,2,4,2,4,38
"",99,114,4,2,4,2,40
"",100,164,4,2,3,3,43
"",100,143,5,1,3,3,46
"",100,138,4,2,3,3,41
"",101,165,5,1,3,3,42
"",101,168,4,2,2,4,26
"",101,103,5,1,4,2,31
"",102,114,2,4,5,1,38
"",102,199,3,3,1,5,35
"",102,147,3,3,4,2,44
"",103,97,3,3,5,1,39
"",103,106,2,4,4,2,38
"",103,76,2,4,5,1,29
"",104,159,1,5,3,3,37
"",104,115,3,3,3,3,35
"",104,178,4,2,2,4,38
"",-1,177,1,5,1,5,36
"",-1,177,3,3,2,4,41
"",-1,130,2,4,4,2,33
"",0,146,4,2,4,2,25
"",0,102,2,4,5,1,31
"",0,177,3,3,3,3,29
"",1,144,4,2,3,3,43
"",1,163,3,3,2,4,43
"",1,160,4,2,3,3,22
"",2,173,3,3,2,4,39
"",2,167,3,3,3,3,36
"",2,144,4,2,3,3,44
"",3,129,3,3,3,3,39
"",3,113,3,3,4,2,31
"",3,222,4,2,1,5,28
"",4,200,4,2,1,5,27
"",4,114,4,2,4,2,34
"",4,149,5,1,4,2,38
"",5,172,2,4,3,3,30
"",5,155,3,3,2,4,39
"",5,151,5,1,3,3,48
"",6,120,4,2,4,2,37
"",6,76,2,4,5,1,23
"",6,201,3,3,1,5,28
"",7,197,3,3,1,5,22
"",7,151,1,5,2,4,35
"",7,105,3,3,4,2,27
"",8,100,4,2,4,2,33
"",8,126,4,2,3,3,37
"",8,129,3,3,4,2,41
"",9,145,3,3,4,2,43
"",9,135,3,3,4,2,43
"",9,127,3,3,3,3,45
"",10,121,3,3,3,3,42
"",10,108,2,4,3,3,29
"",10,201,3,3,1,5,17
"",11,169,1,5,2,4,41
"",11,145,5,1,3,3,42
"",11,164,4,2,3,3,46
"",12,154,4,2,3,3,34
"",12,172,2,4,2,4,42
"",12,145,5,1,3,3,14
"",13,178,2,4,2,4,42
"",13,132,2,4,4,2,21
"",13,126,2,4,3,3,27
"",14,158,4,2,2,4,40
"",14,198,4,2,1,5,44
"",14,157,1,5,3,3,45
"",15,94,2,4,5,1,37
"",15,142,2,4,4,2,44
"",15,123,3,3,4,2,40
"",16,184,2,4,2,4,45
"",16,176,2,4,2,4,35
"",16,133,3,3,3,3,45
"",17,178,4,2,2,4,47
"",17,155,5,1,3,3,47
"",17,127,3,3,3,3,43
"",18,116,2,4,5,1,41
"",18,132,2,4,4,2,41
"",18,104,2,4,4,2,43
"",19,197,5,1,1,5,32
"",19,135,3,3,4,2,34
"",19,188,4,2,2,4,28
"",20,148,4,2,3,3,44
"",20,173,1,5,2,4,38
"",20,163,3,3,3,3,42
"",21,134,2,4,3,3,41
"",21,140,2,4,3,3,24
"",21,217,1,5,1,5,30
"",22,149,3,3,3,3,37
"",22,112,6,0,5,1,34
"",22,193,3,3,2,4,37
"",23,199,5,1,1,5,38
"",23,212,2,4,1,5,36
"",23,169,3,3,2,4,42
"",24,116,4,2,4,2,45
"",24,171,3,3,3,3,25
"",24,81,3,3,5,1,33
"",25,135,1,5,3,3,41
"",25,167,3,3,1,5,46
"",25,139,5,1,3,3,41
"",26,157,5,1,3,3,44
"",26,179,3,3,3,3,30
"",26,124,4,2,3,3,38
"",27,148,4,2,4,2,30
"",27,194,4,2,1,5,47
"",27,143,1,5,4,2,32
"",28,165,3,3,3,3,47
"",28,198,4,2,2,4,24
"",28,168,2,4,4,2,44
"",29,166,4,2,1,5,38
"",29,143,3,3,3,3,25
"",29,197,1,5,2,4,35
"",30,151,3,3,3,3,43
"",30,121,3,3,5,1,44
"",30,161,3,3,2,4,35
"",31,201,5,1,1,5,44
"",31,172,2,4,2,4,30
"",31,166,2,4,3,3,33
"",32,117,3,3,4,2,40
"",32,169,3,3,2,4,40
"",32,179,3,3,3,3,34
"",33,153,3,3,3,3,32
"",33,159,3,3,3,3,39
"",33,166,4,2,3,3,36
"",34,186,4,2,2,4,28
"",34,155,3,3,3,3,42
"",34,194,2,4,1,5,33
"",35,105,3,3,5,1,19
"",35,141,5,1,3,3,32
"",35,210,2,4,1,5,47
"",36,131,5,1,5,1,36
"",36,97,3,3,5,1,39
"",36,170,6,0,2,4,44
"",37,142,2,4,3,3,14
"",37,192,4,2,0,6,24
"",37,128,2,4,3,3,33
"",38,176,2,4,2,4,39
"",38,104,4,2,4,2,33
"",38,54,2,4,6,0,12
"",39,175,3,3,1,5,37
"",39,130,2,4,3,3,39
"",39,181,5,1,2,4,36
"",40,170,2,4,2,4,32
"",40,203,5,1,1,5,40
"",40,168,4,2,3,3,41
"",41,106,2,4,5,1,31
"",41,158,2,4,2,4,12
"",41,155,3,3,3,3,41
"",42,143,5,1,2,4,32
"",42,156,4,2,3,3,36
"",42,193,1,5,2,4,36
"",43,177,1,5,2,4,42
"",43,182,4,2,2,4,30
"",43,201,5,1,1,5,39
"",44,159,3,3,3,3,37
"",44,220,2,4,0,6,19
"",44,180,2,4,2,4,39
"",45,185,3,3,2,4,39
"",45,187,1,5,2,4,46
"",45,191,5,1,1,5,42
"",46,170,4,2,3,3,38
"",46,114,2,4,4,2,37
"",46,192,4,2,2,4,37
"",47,105,3,3,3,3,27
"",47,114,2,4,4,2,26
"",47,152,4,2,4,2,38
"",48,153,3,3,3,3,41
"",48,111,3,3,5,1,47
"",48,144,4,2,3,3,40
"",49,162,4,2,2,4,44
"",49,92,2,4,5,1,28
"",49,136,4,2,4,2,30
"",50,217,3,3,1,5,28
"",50,110,4,2,5,1,30
"",50,194,2,4,1,5,39
"",51,130,2,4,4,2,25
"",51,175,1,5,2,4,34
"",51,208,4,2,2,4,26
"",52,142,4,2,3,3,39
"",52,123,3,3,3,3,39
"",52,173,3,3,3,3,33
"",53,158,4,2,3,3,44
"",53,155,3,3,3,3,37
"",53,142,4,2,3,3,43
"",54,189,3,3,1,5,36
"",54,168,0,6,2,4,32
"",54,113,1,5,4,2,30
"",55,152,2,4,3,3,47
"",55,129,3,3,3,3,37
"",55,135,3,3,4,2,43
"",56,131,3,3,4,2,44
"",56,122,4,2,4,2,38
"",56,162,4,2,2,4,47
"",57,150,2,4,2,4,47
"",57,124,2,4,4,2,45
"",57,175,1,5,2,4,36
"",58,145,3,3,3,3,30
"",58,89,3,3,5,1,41
"",58,167,3,3,1,5,36
"",59,148,2,4,4,2,47
"",59,179,3,3,2,4,37
"",59,120,2,4,4,2,32
"",60,161,3,3,3,3,48
"",60,138,2,4,4,2,42
"",60,107,1,5,4,2,43
"",61,146,2,4,3,3,35
"",61,198,4,2,2,4,42
"",61,204,2,4,1,5,42
"",62,159,3,3,3,3,37
"",62,184,4,2,2,4,39
"",62,139,3,3,4,2,34
"",63,204,4,2,1,5,31
"",63,158,4,2,3,3,38
"",63,138,2,4,3,3,35
"",64,110,2,4,4,2,35
"",64,145,3,3,3,3,36
"",64,94,2,4,4,2,26
"",65,157,1,5,3,3,22
"",65,131,3,3,3,3,43
"",65,188,2,4,1,5,35
"",66,122,2,4,4,2,29
"",66,143,1,5,3,3,46
"",66,143,3,3,3,3,35
"",67,155,3,3,3,3,36
"",67,184,2,4,3,3,32
"",67,178,2,4,2,4,30
